fenugreek,36
kashmiri.chile,2
tandoori.spices,19
asafoetida.powder,33
beef.stew,1
dhal,11
idli,5
besan..flour.,3
tandoori.paste,5
mild.curry.paste,6
rose.essence,5
poppyseeds,1
chana.dal,23
wheat.crackers,1
peaches.in.syrup,1
ti.leaves,1
date.sugar,1
biryani.masala,11
split.black.lentils,14
bengal.gram,12
rajma,9
shahi.jeera,20
kewra.essence,3
paratha,2
cooked.vegetables,1
korma.paste,2
raspberry.juice,1
shark.steak,1
masur.dal,1
kewra,1
roti,2
masoor.dal,11
tandoori.seasoning,5
chapati.flour,8
black.cumin.seeds,5
curry.guy.smoked.spicy.salt,2
plain.soy.yogurt,1
indian.spice,2
sugarcane.juice,1
low.fat.plain.yoghurt,3
papad,4
urad.dal.split,3
dried.arbol.chile,1
pappadams,5
gram.dal,2
dried.barberries,1
asafetida..powder.,2
elmlea.single.light,1
flora.buttery,1
haloumi,1
garlic.naan,1
kewra.water,6
small.tomatoes,2
black.onion.seeds,2
keema,2
whole.grain.spelt.flour,1
boneless.skinless.chicken.tenderloins,1
kingfish,1
kokum,2
indian.flat.bread,1
vegan.yogurt,1
bhaji,2
chapatti.flour,1
elmlea.single,1
panch.phoran,1
alaskan.king.salmon,1
stone.flower,6
tikka.masala.curry.paste,2
skinless.chicken.fillets,1
full.fat.plain.yogurt,3
ground.cashew,4
apple.puree,1
pink.lentil,1
quorn.chik..n.tenders,1
cashew.milk,1
non.dairy.yogurt,1
curry.leaf,4
whole.garam.masala,1
garbonzo.bean,1
natural.low.fat.yogurt,2
flora.original,1
knorr.chicken.stock.cubes,1
white.bread.slices,1
honey.mustard.dressing,1
mooli,1
yogurt.dressing,1
poppadoms,3
hamachi.fillets,1
puffed.rice,4
habanero.powder,1
soy.yogurt,3
cream.yogurt,1
tamari.almonds,1
arhar.dal,3
peanut.powder,1
yogurt.cheese,2
vadouvan.curry,1
fruit.juice,1
kappa,1
artificial.sweetener,1
yoghurt.natural.low.fat,1
thick.curds,1
sparkling.lemonade,1
hing..powder.,2
cubed.mango,1
vindaloo.paste,1
chai.tea.concentrate,1
curry.guy.smoked.garam.masala,1
white.poppy.seeds,4
amba,1
breast,2
calabash,1
legumes,1
nonfat.italian.dressing,1
knorrR.pasta.sides.U.2122....chicken.flavor,1
split.yellow.lentils,3
yellow.heirloom.tomatoes,1
assam,1
ground.asafetida,3
fresh.curry,2
fresno.pepper,1
baby.goat,1
lamb.leg.steaks,1
nakano.seasoned.rice.vinegar,1
sourdough.rolls,1
true.cinnamon,1
paste.tomato,1
nido.milk.powder,1
tandoori.masala.mix,1
lipton.lemon.iced.tea.mix,1
nonfat.milk.powder,1
dried.neem.leaves,1
english.breakfast.tea,1
toasted.buns,1
arhar,1
no.salt.added.canned.tomatoes,1
granular.sucrolose.sweetener,1
manischewitz.potato.starch,1
manischewitz.matzo.meal,1
arctic.char,1
tofu.sour.cream,1
light.chicken.stock,1
curry.mix,1
